symbol,o,h,l,c,v,typical_price,log_return_1min,return_1min,vwap,dollar_volume,gamma_exposure,call_gamma,put_gamma,net_gamma,call_volume,put_volume,call_put_ratio,avg_iv_calls,avg_iv_puts,iv_skew,total_call_delta,total_put_delta,net_delta,gamma_exposure_ratio,options_volume_ratio,iv_calls_zscore,iv_puts_zscore,delta_adj_call_volume,delta_adj_put_volume,gamma_pressure,return_5,log_return_5,return_10,log_return_10,return_20,log_return_20,return_50,log_return_50,return_100,log_return_100,price_momentum_5,price_momentum_20,price_position_10,price_position_20,price_position_50,price_acceleration,sma_10,sma_20,sma_50,ema_12,ema_26,macd,macd_signal,macd_hist,rsi_14,bb_upper,bb_middle,bb_lower,bb_width,bb_position,stoch_k,stoch_d,atr_14,williams_r,cci,volume_sma_5,volume_ratio_5,volume_sma_10,volume_ratio_10,volume_sma_20,volume_ratio_20,price_change_sign,obv,volume_roc_5,money_flow_raw,mfi_14,volatility_5,skewness_5,kurtosis_5,volatility_10,skewness_10,kurtosis_10,volatility_20,skewness_20,kurtosis_20,realized_vol_20,autocorr_5,hour,minute,day_of_week,month,quarter,is_market_open,is_morning_session,is_afternoon_session,is_power_hour,is_opening_hour,minutes_since_open,spread_proxy,price_impact,tick_direction,tick_momentum_5,tick_momentum_20,illiquidity,kyle_lambda,future_return_1,future_up_1,strong_up_1,strong_down_1,future_return_5,future_up_5,strong_up_5,strong_down_5,future_return_10,future_up_10,strong_up_10,strong_down_10,future_return_20,future_up_20,strong_up_20,strong_down_20,future_volatility_5,high_volatility_ahead,gamma_signal,flow_signal,iv_signal,combined_options_signal,options_signal_strength
MSFT,304.4,305.4,303.4,304.9,1044000,304.56666666666666,-0.00032792261320256644,-0.0003278688524590567,304.56666666666666,318315600.0,1391401.7161889402,841272.3687762888,147558.9219543658,1165833.6782317376,24822,18040,1.0170621939025748,0.17465741956596548,0.3544042243571505,-0.049160445817260603,8007.446702930223,-4868.415210255174,5892.501780210413,0.00437113894571595,0.041055555555555553,-1.2792847015974678,1.3774169227289907,198760842.060134,87826210.39300334,1,-0.000982961992136322,-0.000983445416092861,0.9620334620334619,0.673981416060662,,,,,,,-0.000982961992136322,,0.9934383201447875,,,-0.96806980433633,245.15,,,,,,,,,391.94046283618917,245.01999999999998,98.0995371638108,1.1992528187918776,0.7037837304519184,66.68846688052186,55.738030353078024,,,,1045200.0,0.9988518943742729,1046500.0,0.9976110845675967,,,-1.0,5000.0,-0.002865329512893977,317967600.0,,11.705674636930231,0.30942837666341133,-3.0781885159407483,11.613372683371022,-0.11957996836048072,-2.401595697938693,,,,,,16,22,0,7,3,false,false,false,false,false,,0.006559527713789455,0.0000978700365858057,-1.0,-1.0,,1.0300118890153568e-12,9.578544061304768e-8,-0.49196457855034437,0,0,1,-0.4926205313217449,0,0,1,-0.0016398819285011745,0,0,0,-0.4952443424073466,0,0,1,0.5965043841313746,0,1,0,1,0.6666666666666666,0.6666666666666666
AAPL,154.4,155.4,153.4,154.9,1044000,154.5666666666667,-0.0006453694964236418,-0.000645161290322549,154.5666666666667,161715600.0,1139699.960070829,398729.6170854192,244328.92240569188,885924.8978549204,26453,9103,1.0618985779804577,0.32596699771069493,0.22519519481827388,0.028539523937054376,14387.88537093359,-9583.108455848593,5008.318248938663,0.007047557317109969,0.03405747126436782,1.2190888868784606,-0.5684887234356168,380602731.71730626,87235036.27358975,1,-0.0012894906511926596,-0.0012903227596700719,-0.49279633267845446,-0.678842645361709,,,,,,,-0.0012894906511926596,,0.009842519684393534,,,-0.4916367096978853,230.1,,,230.15,,,,,,391.9984423805394,244.98000000000002,97.96155761946062,1.200248529468023,0.19364387711041278,66.68846688052186,66.68850047838556,,,,1044800.0,0.9992343032159169,1046000.0,0.9980879541108891,,,-1.0,-1039000.0,-0.0019120458891013214,161367600.00000003,,11.706246980959435,0.30936834370632,-3.07815758339231,11.532352210317942,0.3571209761514376,-2.252519949051211,,,,,,16,22,0,7,3,false,false,false,false,false,,0.012911555841645475,0.14680505487867515,-1.0,-1.0,,3.0421590653613154e-9,0.00014367816091953882,-0.0006455777921239303,0,0,0,0.9664299548095547,1,1,0,-0.0032278889606197625,0,0,0,0.9619109102646868,1,1,0,0.6524505901901574,0,1,0,-1,0.0,0.0
AAPL,154.3,155.3,153.3,154.8,1043000,154.46666666666667,-0.0006457862671961854,-0.0006455777921239303,154.46666666666667,161456400.0,1125214.5514067865,1045724.9448569149,287073.91921152093,880994.0630260765,16830,14744,1.0306260295439436,0.21104453642374593,0.20335185641691694,-0.044043661391327295,11227.382835639408,-4457.768914721311,4819.309532347217,0.006969154220004822,0.03027229146692234,-0.678472691988197,-0.897452385479806,188956853.12381124,65725344.878651015,1,-0.4926253687315634,-0.6785056305669971,-0.00321957501609782,-0.0032247689990145888,,,,,,,-0.4926253687315634,,0.009836065573125503,,,0.49131900075822044,230.05,,,218.55769230769232,,,,,,361.9384423805395,214.92000000000002,67.90155761946053,1.3681224862618544,0.29553585581004177,33.836955711008066,55.737963157350585,,,,1044200.0,0.9988507948668741,1045500.0,0.9976087996173983,,,-1.0,-2082000.0,-0.002868068833651982,161108733.33333334,,9.46009301000603,1.3443053277262875,1.9460925846250003,11.031168201787962,0.24612837794776285,-2.1640108502286446,,,,,,16,23,0,7,3,false,false,false,false,false,,0.012919896639992254,0.00009791694290842568,-1.0,-3.0,,3.998465171550526e-12,9.587727708532441e-8,0.9689922480620154,1,1,0,-0.0012919896640828377,0,0,0,0.9657622739018088,1,1,0,-0.006459948320413411,0,0,0,0.7384278460173446,0,1,0,0,0.3333333333333333,0.3333333333333333
MSFT,304.3,305.3,303.3,304.8,1043000,304.4666666666667,-0.00032803018171780507,-0.0003279763857001461,304.4666666666667,317906400.0,1349131.9297247047,791018.6124318315,207044.4027037157,1042906.5121718859,21849,16437,0.8844985940570838,0.17757968583757466,0.37228462010775654,0.07064256154145149,18691.13064816381,-8432.919768335545,3111.9153071216506,0.004243802357312419,0.03670757430488974,-1.231033209781801,1.646698126766617,408382513.53173107,138611902.23213136,1,0.9664516129032259,0.6762307068932446,-0.0016377333770062341,-0.001639075928340963,,,,,,,0.9664516129032259,,0.9940944881237471,,,0.9696378258541394,230.0,,,231.82573964497044,,,,,,391.89844238053945,244.88000000000002,97.86155761946063,1.2007386668942803,0.7037839573822531,33.83705650459921,44.78749303204304,,-0.7208387942332675,66.40000000000003,1043800.0,0.9992335696493485,1045000.0,0.9980861244019044,,,1.0,-1039000.0,-0.00191387559808609,317558733.3333334,59.75985628845044,10.350710594558745,0.1555758163647259,-2.3833523311935587,11.0373224248952,0.24637241156340947,-2.164077048702962,,,,,,16,23,0,7,3,false,false,false,false,false,,0.006561679789810968,0.1468754143626469,1.0,-1.0,,3.0480425938641547e-9,0.00014381591562799477,-0.00032808398950134876,0,0,0,-0.0009842519685039353,0,0,0,-0.49376640419947504,0,0,1,-0.0032808398950131545,0,0,0,0.7385877709419927,0,1,0,1,0.6666666666666666,0.6666666666666666
MSFT,304.2,305.2,303.2,304.7,1042000,304.3666666666666,-0.0003281378208278852,-0.00032808398950134876,304.3666666666666,317497400.0,1232926.4470481137,942651.9317610753,240530.45910912685,848003.8635310358,29300,9546,1.5994261979921993,0.32378098861772325,0.16547794685015899,0.07278868106402185,12295.096773864085,-6841.934456268443,5994.1182724126065,0.0038832647040514777,0.037280230326295585,1.18299422949448,-1.4678386404598216,360246335.4742177,65313106.319538556,1,-0.0009836065573770592,-0.0009840906157482735,0.9632731958762888,0.674613078242545,,,,,,,-0.0009836065573770592,,0.9934383201447875,,,-0.9693203320515168,244.95,,,243.03716431497497,,,,,54.52232386260374,391.740462836189,244.82000000000002,97.89953716381103,1.2002325204655486,0.7037837304519186,66.68846688052187,44.78749303204304,119.06428571428572,-0.786369593709036,58.01574074074072,1043200.0,0.9988496932515242,1044500.0,0.9976065102919962,,,-1.0,-2081000.0,-0.002870813397129135,317150066.6666666,54.37429258182183,8.458717341023622,1.2731604009363078,2.8876038570449154,10.447267763005744,0.16107452450990992,-2.020721915733855,,,,,,16,24,0,7,3,false,false,false,false,false,,0.006563833278419303,0.00009796391673840833,-1.0,-3.0,,1.0333438620327245e-12,9.596928982727618e-8,-0.49228749589760423,0,0,1,-0.4929438792254677,0,0,1,-0.001640958319658714,0,0,0,-0.003281916639317317,0,0,0,0.8006251255333439,0,1,1,-1,0.3333333333333333,0.3333333333333333
AAPL,154.2,155.2,153.2,154.7,1042000,154.36666666666665,-0.00064620357660649,-0.0006459948320415299,154.36666666666665,161197400.0,1143625.5012260044,673642.0564766562,186379.86290352143,941332.935000168,16325,9327,1.2652072183825402,0.2884509175868757,0.20386170460935116,0.05260454027264247,2622.7910491933308,-5717.437521938269,4306.1603513042455,0.007094565428635974,0.024618042226487523,0.5996358101218549,-0.889774002011675,42817063.87808113,53326539.76711824,1,-0.4926205313217449,-0.6784960964151887,-0.49311926605504586,-0.6794795418312815,,,,,,,-0.4926205313217449,,0.009842519684393532,,,-0.4919594119081029,229.9,,,229.44683134344035,,,,,49.66233854434169,361.700462836189,214.78000000000003,67.85953716381104,1.3681018980291315,0.2955356291317214,66.6886828667886,55.738068750636536,121.3811224489796,-99.01703800786369,-66.93333333333334,1042800.0,0.9992328346758631,1044000.0,0.9980842911877299,,,-1.0,-3123000.0,-0.0019157088122605526,160850066.66666666,47.425835658478654,9.469213538228166,1.3453688027145816,1.9495598015004585,10.167043197825077,0.6350059937615194,-1.4535456520110854,,,,,,16,24,0,7,3,false,false,false,false,false,,0.012928248221530173,0.1469458751075791,-1.0,-3.0,,3.0539419115792453e-9,0.00014395393474088154,0.9689722042663222,1,1,0,0.9676793794440852,1,1,0,-0.003232062055591456,0,0,0,-0.006464124111182912,0,0,0,0.800841275700209,0,1,0,0,0.3333333333333333,0.3333333333333333
MSFT,304.1,305.1,303.1,304.6,1041000,304.2666666666667,-0.00032824553060179716,-0.0003281916639316096,304.2666666666667,317088600.0,1159111.7230981311,763391.4078654563,325877.5042852412,853303.1465295325,12242,8480,2.119175077777859,0.2862470346771807,0.17100885436086677,0.025437052569398835,11268.92004392415,-6201.51470046344,3720.445648747149,0.0036554821683848966,0.019905859750240153,0.5632460262021037,-1.3845424173405059,137954119.17771944,52588844.65992997,1,0.9664299548095547,0.6762196930382386,0.9638942617666024,0.6749293702785684,,,,,,,0.9664299548095547,,0.9934383201447875,,,1.4612597001639265,244.85,,,241.00885729060337,,,,,54.068554414183644,391.64046283618916,244.72000000000003,97.79953716381092,1.2007229718060273,0.7037837304519184,66.68858207319745,66.68857727350262,123.45389941690964,-0.7863695937090357,58.015740740740824,1042200.0,0.998848589522155,1043500.0,0.9976042165788117,,,1.0,-2082000.0,-0.002873563218390829,316741600.00000006,54.355855078779335,10.357332026402855,0.1555582312129387,-2.3833255104755353,10.453040592212487,0.16121406678741496,-2.0208323451166033,,,,,,16,25,0,7,3,false,false,false,false,false,,0.006565988181005712,0.14691842639835767,1.0,-1.0,,3.055840557706339e-9,0.00014399615754082478,-0.4924491135915956,0,0,1,-0.4931057124097177,0,0,1,-0.49409061063690096,0,0,1,-0.0032829940906106136,0,0,0,0.8010572186464252,0,1,1,0,0.6666666666666666,0.6666666666666666
AAPL,154.1,155.1,153.1,154.6,1041000,154.26666666666665,-0.000646621425698848,-0.0006464124111182912,154.26666666666665,160938600.0,393722.66196781606,569904.5341931884,192663.4635803654,908348.7143307987,22758,12876,1.0432350301381261,0.15856310162750678,0.2383547604755416,-0.032136750956251674,7417.681189249277,-8248.751762125592,1315.326079323107,0.0024464153532329476,0.034230547550432276,-1.5450287434156174,-0.370303865883952,168811588.50493506,106210927.68912913,1,-0.0012919896640828377,-0.0012928250023053047,-0.4932808915109801,-0.6797984555693025,,,,,,,-0.0012919896640828377,,0.009842519684393534,,,-1.4614213178579178,229.8,,,227.71518693820286,,,,,49.40793394709662,391.6984423805397,244.68,97.66155761946032,1.2017201436531884,0.19364387711041336,33.8371716972748,55.73814554575358,125.4571923157018,-99.01703800786369,-66.93333333333332,1041800.0,0.9992320982914091,1043000.0,0.9980824544582838,,,-1.0,-3123000.0,-0.0019175455417066445,160591599.99999997,47.4066009567203,11.722178650361949,0.3096661925034797,-3.078313752731951,10.172540489299651,0.6351648468456255,-1.4534470678808502,,,,,,16,25,0,7,3,false,false,false,false,false,,0.012936610607183919,0.1470164373565954,-1.0,-1.0,,3.059857073390694e-9,0.00014409221902017156,0.9695989650711514,1,1,0,0.9683053040103495,1,1,0,0.9670116429495474,1,1,0,-0.0064683053040103244,0,0,0,0.8012736205608364,0,-1,0,1,0.0,0.0
MSFT,304.0,305.0,303.0,304.5,1040000,304.1666666666667,-0.0003283533111097529,-0.00032829940906109467,304.1666666666667,316680000.0,1293141.855461251,848638.9722032861,236056.26959358007,1260058.5192116722,16802,17335,1.983408703940446,0.34641739281588607,0.2224479427879903,0.0263664578689302,3810.1851021972507,-6977.918959179435,6351.736172426841,0.004083433925291306,0.03282403846153846,1.5567590306405175,-0.6098627145277605,64018730.08711821,120962225.1573755,1,-0.0009842519685039353,-0.0009847366625394926,0.9645161290322581,0.6752459702307051,,,,,,,-0.0009842519685039353,,0.9934383201447875,,,1.462048078662747,244.75,,,239.52823510155628,,,,,53.70279221100852,391.54046283618914,244.62000000000003,97.69953716381093,1.20121382413689,0.7037837304519184,66.68836608693073,55.73803995246762,127.23882143600882,-0.7863695937090358,58.01574074074076,1041200.0,0.9988474836726757,1042500.0,0.9976019184652183,,,1.0,-2083000.0,-0.0028763183125599667,316333333.3333334,54.3373690823179,11.724717379836306,0.30978505210649143,-3.0783728878138423,10.458821401152733,0.16135374534726427,-2.0209427886258804,,,,,,16,26,0,7,3,false,false,false,false,false,,0.006568144498963279,0.14698904328606824,1.0,-1.0,,3.0617625523277487e-9,0.000144134615384614,-0.4926108374384236,0,0,1,-0.49326765188834154,0,0,1,-0.49425287356321834,0,0,1,-0.003284072249589487,0,0,0,0.8014898147807223,0,1,1,-1,0.3333333333333333,0.3333333333333333
AAPL,154.0,155.0,153.0,154.5,1040000,154.16666666666666,-0.0006470398155214429,-0.0006468305304010435,154.16666666666666,160680000.0,863151.7980558322,769720.2517150714,292586.67433213856,977609.1057694064,26386,12243,2.350041818515281,0.2076990097286893,0.3794229492276979,0.028410234459851913,1790.9150966417783,-6289.655722094894,3591.9633335549806,0.005371868297584218,0.03714326923076923,-0.7337129195861867,1.7542023390360526,47255085.73998996,77004255.0056078,1,-0.4929438792254677,-0.6791335896538632,-0.49344262295081964,-0.6801176802696114,,,,,,,-0.4929438792254677,,0.009842519684393536,0.00981033355069913,,-1.4622098025095749,229.7,229.95,,226.4469681628553,,,,,49.201672188716365,361.5004628361893,214.58,67.65953716381071,1.3693770419362699,0.2955356291317219,33.8371716972748,44.78756982716007,128.97176276200818,-99.01703800786369,-66.93333333333334,1040800.0,0.9992313604919196,1042000.0,0.9980806142034453,1044500.0,0.9956917185256008,-1.0,-3123000.0,-0.0019193857965451588,160333333.3333333,47.38731474196426,12.709529853306583,0.6085808760429877,-3.333331154622332,10.178045504667834,0.6353238927629911,-1.4533482638744784,,,,0.00007486971218016188,-0.16692120130083027,16,26,0,7,3,false,false,false,false,false,,0.012944983817932363,0.1470871013536373,-1.0,-1.0,,3.0657881344188672e-9,0.00014423076923076783,0.9702265372168284,1,1,0,0.9689320388349514,1,1,0,0.9676375404530744,1,1,0,-0.006472491909385147,0,0,0,0.8017064689043221,0,-1,1,0,0.0,0.0
